Algorithm,Data Size (MB),Iterations,Total Time (ms),Avg Time (ms),Speed (MBps)
md5,1,10,15.589237213134766,1.5589237213134766,641.4682042027346
md5,2,10,27.41694450378418,2.741694450378418,729.4758902560981
md5,4,10,54.4588565826416,5.44588565826416,734.499446188331
md5,8,10,115.21458625793457,11.521458625793457,694.3565272273898
md5,16,10,232.47241973876953,23.247241973876953,688.2536869525978
md5,32,10,452.3487091064453,45.23487091064453,707.4188420524454
md5,64,10,894.0813541412354,89.40813541412354,715.8185293045505
md5,128,10,1791.961669921875,179.1961669921875,714.3009928643199
sha1,1,10,7.213354110717773,0.7213354110717773,1386.3176334490167
sha1,2,10,13.391256332397461,1.339125633239746,1493.5118485943703
sha1,4,10,27.705907821655273,2.7705907821655273,1443.7354032029052
sha1,8,10,55.413007736206055,5.5413007736206055,1443.7043443092002
sha1,16,10,107.65624046325684,10.765624046325684,1486.2120329625307
sha1,32,10,213.06538581848145,21.306538581848145,1501.8863752586271
sha1,64,10,426.9077777862549,42.69077777862549,1499.1528224637702
sha1,128,10,858.4327697753906,85.84327697753906,1491.0893957775081
sha256,1,10,8.996963500976562,0.8996963500976562,1111.4861140555438
sha256,2,10,14.126300811767578,1.4126300811767578,1415.7988185654008
sha256,4,10,29.46782112121582,2.946782112121582,1357.4128821896973
sha256,8,10,57.07907676696777,5.707907676696777,1401.564365285894
sha256,16,10,113.78359794616699,11.3783597946167,1406.1780686149405
sha256,32,10,227.7233600616455,22.77233600616455,1405.2137642505138
sha256,64,10,454.2675018310547,45.42675018310547,1408.8615131399397
sha256,128,10,926.1794090270996,92.61794090270996,1382.0216553341102
blake2b,1,10,19.611120223999023,1.9611120223999023,509.9147772171904
blake2b,2,10,38.510799407958984,3.8510799407958984,519.3348439260552
blake2b,4,10,77.42810249328613,7.742810249328613,516.6082948173557
blake2b,8,10,145.65205574035645,14.565205574035645,549.2541769723478
blake2b,16,10,295.2873706817627,29.52873706817627,541.8450495549141
blake2b,32,10,587.2154235839844,58.72154235839844,544.9448143697015
blake2b,64,10,1155.350685119629,115.53506851196289,553.9443635970426
blake2b,128,10,2305.060863494873,230.5060863494873,555.2998709367255
